Algorithm,n_bits_max,n_bits,Index,Random_Number
LCG,256,256,1,59278875102147445862934462851940184105378828079276581611323960278500610096673
LCG,256,255,2,52081173515777222298718755524385576376912001570059957983561720488963872846525
LCG,256,255,3,52513491018074600863720997392185851395165163249893453012983695830014072036353
LCG,256,256,4,106735101744559418719863201882891414599412140822084283558132964201514707913693
LCG,256,256,5,78209392349687844167348950126250132504367534600030695567407378692594507252705
LCG,256,254,6,24564359433510637306424716981392761769252823772244739235744654810170375531261
LCG,256,255,7,46272618157905498378328528046913080598580085366522025112056161578602154710465
LCG,256,256,8,80835107864738437938536330255210945959456641251863397690469531877456722898973
LCG,256,255,9,38898659814324276256653029497810992221821588819854806340595004713899477987745
LCG,512,505,0,63629747521862360120907282472831241146160812101327612693657770184413373666533609365008788313897706049359976216305305286754254057343837399061904926866237
LCG,512,512,1,7169017241895631707601094575524543289487287320238862120008135564645822986245172261789080335951474897492043431883052113015073800509647171337777624591644545
LCG,512,512,2,7885322239794673037061658831209722939265236567257234610172342187168621187215773616305125735902110552997599003277771666009563935340653615176861290016435293
LCG,512,511,3,3957389881189096046764757051875778678155233521829011276362320051527013384785667885554281392694233232564366471030652139140737488582600036495726897231071073
LCG,512,511,4,4990550754855303209991601074248975564331467600116166285612433997136681393015764814419958097415685408495807807638135210816859598562582059303295017424757629
LCG,512,512,5,10565474319882582787675754269402379583846313366715792208367091674059053125408068728379133204869191493373740975909357207008457450714367618062703951069856065
LCG,512,508,6,759161863339018090090232838428176537254715688628296968970005846722481759587089924815994473815866261371481611841448093328046269508387905222895625887170717
LCG,512,511,7,5423812832027769085186932224580114749012083536405636679569308621416700861982556516135964176288530942761063478196137286875465395888316258905585851608614177
LCG,512,512,8,11904484207668952250130107033001850118315612583303858997557678994948484428747785589528138641549939321385593468395462169794733444710941376655797554586346429
LCG,512,511,9,3985795518963168197144485633050489573697927548456736705520123417908597303470539048412006228532471026083916336869651848317520575428315648806710556400775937
LCG,1024,761,0,6519894612204710960214655104441269444695603867846368565599734689596037513111312942523674937357947927542730848157983692352191617884849884395277685560843511496543756975677014154157719655788275895554673519978258346096544861374786781
LCG,1024,1010,1,10665129596340648168560648433993538158353869187634881507405732528873093505802866642213991789913993620465892012119432375835648862276798063993246437817723044566349402944806088479491347401370654468787521009991714438220214725960939894884151608731296851649388286700814768617591475986502465255597688878429285089
LCG,1024,1023,2,51075855631562005086926198015082368808430467728472995780842100006826923701902768419260319397284201103891085072101700160021057350156439476224676500608349555168613727961533702319154335898467828132555991134090361285084907871119629593563682978922620055304676372621329847426412612179412174323454451595096314461181
LCG,1024,1023,3,87036169805973396827262702852760538356513286760520854586924290772866488901345544846565798308535940450318921032131360704445471302493714603204377730925237785560881136727367397223003338969499343883165713837744757801379895832074404525107682773027768281090518807379803337167685987140699039651307632647180750212289
LCG,1024,1024,4,113331462654374172557104143062520872251742473642634602394131100353949980888307115394192278706314574278865351338495144306050757665931937370503403973962307257372471676377933450589697577590968220691310501351763119300140753658928188344554147709195342288580101189025734560879437772416179284024385739126938674344221
LCG,1024,1022,5,29299709480071954426736583877047717329726340533622620296479546436965925510198599538390679564984014953786999244486021942331830021013627501099123770879868508809894789513724961733632746870808184957270931005211753125586041559842017139993017111628084280931980608685943725877298060747610423766538492521291447974049
LCG,1024,1024,6,109206520725325878715487205591732414795325063859939234208298051832147571084646013026489570160930438154312072167344592331246642547694381393456202640639332195422846428993749580881452063715778421562435611717629286811528651194346191415950069296335792570636321200526752478097644617897308061933531718563953762151485
LCG,1024,1021,7,18840657369635933944121445763207429186849051306685068072254108259323749984764548550366268038903038717736964589128100182893572220309346713183101789475945636439664046147635719128988725888668831471195626897347282370082574248940090698340229373462518026810647971511597048913348202234611738142727785516379517963905
LCG,1024,1021,8,14146282940280613499928054948778166109519355893439814225445272953222559561848725926341004744105349941111108909853764443873952712953001878524094855257261657716222196767402789422878409877530793189010821733662947509598506893908906928154673511341692769459902482134175933549502249902833866328993868009534079520093
LCG,1024,1024,9,100774627508757062717447087305967169105130270319595850174978591337115743918150192027837098396780431061214031144003246271737632512015924395658183027780279612857227083022305462192764272567403077633210314172824240796142885279638140492792464188832236449768487852679459133286651031307869535117604331907243953057377
LCG,2048,1274,0,164845373480724558737381349575382043129866013545654074975755967646239232288947897661698584961997705503382916458040243125992367024263295909956977682212723583909685020953927483646438051480052091442347950603152027572847870307493270771126405353556166924292570529531825792650476104435978414323481701888836214005502653596534557943336733232749827413916491034066684107150449111764783905780861
LCG,2048,1523,1,269651179366931575432460743355273566465242298968477385100738050452140914520892159993584752203935130234807742149494152506137292115450698858818835492973665823416625271786636252469889815424603790092365637064721279765636010007468134030735104729912523555859677284637587173238975935811844625931470930290293096550209812362176318169231624557080061403019689350463353629410158620018682185407031140993402985240882016311785555577579566512521400429330376445139910751811649
LCG,2048,1773,2,441090683946185014163668392135338000278072431119825119873501906616160133220725904327496963045884736653438878016879478982478942141130666445850653817479181736937175263801930237256988404395924891939560925417216408879591530200405136648764772499036522637468031284101122851370204567047564530873465780542105214672365192101312096935414099033712780335098953552299536375871904551250038973342809992627861805614755208666468309632265200065432879897768517903493444794888852667320652117463792317961655577585181685771797801160558653668955535982231965
LCG,2048,2023,3,721528427655648097499722693723610151654023144265706636784230285841605364053931843500216903392625876300048370675079969493581243527214109099668161707478435709318416448223082044090306859466661128427195055276962047445014118023018914730031305157191247041977101906554712129021009864476989119657476851854188309229661933452318329945876824096507514392303923689109584379740716703494421038955812780893824536736779733868461599679211040216769262783200039524152358057650405178722140707425127521252793782857147478105267394165681413190813445467944673478763283288769747357739745733193359304282529057576700952050564493062687777
LCG,2048,2048,4,24046301103058570595702855621792848548776039457152757015120035150834448380887600186107683231928182118207214514064876178297692338545347706443002188153028074437581891494146446813189280840991626280077703623222040832911078018021383531887456145310847273530193207739503021764806001581225380619697717086960492423797069790326070395246967265105772435952753776588277254820722665839524627485762648651958271609198686329907378708710282297274090524702558475203741808079551928830952587931442170508264434329912107603107705569217881646659288721088014458596505531140508011719103736372121680039593326322939253179146117503153743663420605
LCG,2048,2048,5,27214829986774549333815077832367796830148455782256719023777517975425170597290090941215302107152800094361894231947559466439273466986083251981479071024124825513114266181031649860246988658149351251792588095907789899421625720626382088791373934594692236049700974992252022658354097523524835475393060765179561977777875223985685592600779236576660599790578161946214162836114349898312255090657824171569932205557716529723981267104997611114558932996837203307286489076062354601135212128097404909289981661812804590884415624777340641891966827559690110738251865908802483726412426735994445472691269280240167036353617339086709718764033
LCG,2048,2048,6,20088626610184078478214028556454489034097226865705819826386995271700082415673438251666890762502388565528195668344051219527756568704874642237477014600826916087670698159873635289182428949724045035544715168799165549135592981112086686347940086414163099480859856414205090995525954860310561783120581945511992838733643587580358885881859316899174190470706750203945274679315445749747438496047280668694503287395690752980861049239589965347641539735627556432119198772833685810271522989050133247778020282667555617835493145577383191238858149337016199793710525484307209680711516958950856426000088078240502411828728819757544051756509
LCG,2048,2048,7,28253631988599696632641519607201226292150995200079081314392857417082766327297898593892937955751093534504647395512531649214459823682240755627162517536035055416258586510548935686978490626415319717339796776812380316452835964591273998163749260928069627266840585138303704557449773882354276015034234883702716392765086028680847486817156018549497211259710154409746496798276008836357728694739999724297564381425832504120587663275224240980796814715801808410496874610589901601645942301365531873652810831270483045237243368934100800286276338842192110322356103051685475981798460405003790438233484220771401797370013366195843330134497
LCG,2048,2048,8,21853855487905147415399973418798957934814969961028553525517388662226444048085110164188096123470793945870275524158574556634953851477567861799071407953947336975635032115779745087556745935403131414250795591579935314537331057886921864711460283834160790429787451335075390939561793964956960883390266238390367316067387248091802408889123418992397321075485414418296384524461917110622239501426250824218253348483019876883310793624721522083373901196324696904082630069626925953595816933651126080241735053751368618227620435511113356687965005140112389039996475729063863534924400076255929211013367490474922661711584568818394577571069
LCG,2048,2048,9,17990960635038655582609690393608933927383171289102149822344307039369663968109308317405284495945970327642047451585723150922374516598464880981946815214389907160927047336736265359757914606841744749168713343491528593536435280425103731595850103689234509551381633117760997934657281370935730564530666942694240366584001955460958065775807378533505263678760089020745819683878274668735256450764834660738364780274867651539126546415323949983103450782277955001612149418586208670179992646499044193560439597863939137398467998340593803728117733894183702838555720483317555128204194771127919497532901400806939051455660166068563040781249
LCG,4096,2298,0,29429298807403147643363528619336090071029792603925760621307201549105158538065867036935128798201470345694911249269371193731450270057059631683120627471719345409928827648049208321605819468481142387845135224783542444115650750063300569996040335931573404261248310429444138564234608309564237054840871523951039191041406647002698361844338256487251384664158108094194850385937690765095050132930624582617889396651589378619711646905177396538952016694646936288197672350690102044353197604354168215354103906933617666824420502582653803480790073219817669981124550697709898365680312338006838764718368843522180953771989703252234190202284670004316094940068911591806252793890645980047804890104361254919954001179165
LCG,4096,2547,1,48139932372964110542408555132504539804651754370034449141466753727030293272283685087084627002478128994198039319519647153321928335817566353855696781750686656514279510810947751023978428226595586183031657925181255064967685477341992600721980287777401427353465019421454862651828641418837046582841811528596436137936061866359085570201252260197360227252849533214454008248323007842467002552936409071435380470904765704087460764450859263304885276852644060046078830269333634275650623806430021651106166039225957733795724047978248681539476763077295610566088799972835677153831105552048105317878618692107594474766206115475273331840707347751073743623640291598856440052816631030873804969633542117742488930627658037009360915194911795161131725047824976562241374754111751493569911104438177
LCG,4096,2797,2,78746459575536550411334805160864499900514524808297803840410949673847817052628979532954119762500117127194478689782801213943952693087375476573659454401953323614703743777202764766522331565162699204806592571082678697609980861539122508882771894489194924139723033214919137591743745621255251097627541763493826328139989170971872682690300416809982213345252814928890604266591429176990366885740925382409152079955316370115553869433264475565991668877530981855667271429207091958712605768823893731912946046404083471509917546881832094015075881044510224780287475885186545982910886073393083713418824891567164575459339635822535397302674734485826025206114785843445274733708649661823545235374532463390086658556404651108678306296131003874359754511495840516309244932333518519967610693067804645450603317351847265046635984604104959788925177354520185238285441045126461
LCG,4096,3047,3,128812081571684161096824569790493662322911151446827737738732627436744827154638277533002146043797697655117274945315877572241914667503997476065442331668595053292944109974672588839342579577201691547978131615250004446626665308734822244492164045270072876743886471147314158654734483069835219717718511714470289248398000453523780791424690417073253842160001896662293716841163935720976416995826751569759765571064296697663339432029148380457531851309902664171461995064038570531760390250117199354133587376463145350496332375908378646309498919202251872085354259386231340999584986635168482855400849143096757926570586489728019297426367893868844869101083658048672880878349392014561123435782775681084118343107643801379297540893423140667876424638163540378463725029877184100008392590977756051494417311244371005077807031985629934188665913765736387437317471350579183716719464795854978251224955814858556566694913673315168572467925815612990849
LCG,4096,3297,4,210708550559203454812475097850629420586475062668051697034209513093720114691241684926704825010032401977335558140495843068769169248402717901929930295386163380103565687939056879391084115103067749712790583079529990140810398178504940673702668024426030523220728445642119540323155996595456242359474355577136321744456485723816726772953698559866987060164473071054410073454902479041818690929631207135610332495813082813474392047021599185475776153272354688595166101297795272487691017312724163766088051382841465045126205177618020913864692624874476664574603968642292301711523915911476684996718879380309718772791434362030361266398958073211702772149651321616137260121914679006004559813733470378354994888039688941938499656303282339322021321141366314301229812568377975608873722573110700114236642587970630187375916750129581188743415595570388139737003102255931668784692595070236450533230084386078385220397821176738920380229333930152490502839377614960545640108435566810656079996421987293180382255278056760306806365
LCG,4096,3547,5,344673362444288874491343393020001342134035575528391063271260010147343183040896299577937932427382151337035177347800755515144056048399140489964643949420275524457990555811809990147849191695006385151954850502838445709321848111245086771835660849331165910863333388093974772300173890460386659209522126443155634761527366235740491381875953040874440937751598205488662615902234031588231280013780012238528876426555648780829984511068937580279228794484358432705099753346640018450861008880107785050074817977481084956822647998019645768975397412172325096327697097979859911982111170265180157565739559870742622700217281748353836772992911851042355142652110445054141899598573496015087089231333565537422040588409377317124668394858886229013092367901579562130769295756231180745313048646576098803755140494326798631749453219355729954107133651434142976988917345898128053850810898485717664408585390093730788856190205146972642693759379144813756858364821664411407070882650027455224821839552467909377485849180699100813094518772173378230048101548183960340060890453063315291543691082230976989680948577
LCG,4096,3797,6,563810659146803752779162811667442443503060188241000347788655912210189098743936038366099993325104257105517754182366271334274551245000744483879928434504993870650653220997407553028068065036245010691584379020270205022103770787927432894626871575088225945331136848181316212745024387759707459965585732379495226062088652558558076799034059832626072069890707477897717362401631010704947402772919115218605903731319977833469777184830290467689421982021222569583779057576052762211775050159026708493887410241361586604454628955920935404033864962710196114310195042181712940531173793811802916033491928775888705994324366169388634144057041458342631974473566933250368015140492944003356689067640074441600787419139541361366475019757927913462402932563977721497780211241465529795092239845840392206914044944215793793703273350850064683501389613165454985141555358030961256177594293693721553403827002149618221461475110423088353972253502244705011594123072254970534484970835165210195024672158891321634172717594228400148529504907018284796413318128064459606279688842294415182262195300136790269789588462924149129665007320502340731621175979899583939217571230376654556102092539261
LCG,4096,4046,7,922271617142836537109691309906171026566966760897852102042868007074971587379324873170376354409480807895216992527675183072477401048056242730230955754996039900652157973306938860886886732972382282678852742875522494733119221616533470363383047570829076354479140850759530362283640812337089244713078228211437438959485304875995047695790244441956896684484970945991087101037497427622388232411323662298437453893015074570946970146022017376797435074491136516270463804938293828346143905309475855970866521263525178358180164819768610796792855467939341858188437966739388422641647152241410840463129493150001895418098495051866395226240071766594902855823503800878151550848098282574312643238479749224982160612626688610908332804743971256893293763504226062097039068440758264474391412968920052919205887281558788551842870411686854413068588967176976264925980147153352890014790467322975768614316908570492105556381813473649698118640370429472716836564465084665447290397145909980845551962156111849187670241984965977028087779350810594138587576624321496614388934119155946681318723634230254989172792647540779704504616451248314633810236060021724411274071037945534148953379627747745531171682111845951328525552379793808657876014828864953705319808891760449
LCG,4096,4090,8,8851696980326016897798400186523631770226145136639993649230655240834148726068689909357183657688760737867926570783083750630332291213443330925992708931511217142362630883891002470677883553430070664520704216323087185010075865245866525369951936466764548039228501648072837589909210273137900684858464388959252699222272842938096666945694243397430429623572946440794902089532652358731418221503667041340797958094203297206490697471740024163097011584705869811839197051721910131360939528239381459015715864035440725953582034431626539973842521805591015188846815118844895088248151404494955649555285737849442596292327677104544693938206582581634816508916888730207391737380765021622952998201547706742063834921767700354960704371611667258565538160990797838102479490355460123924582589472795371184719146606638610959229923528512064587258052644564624371636137619368302515401939405579603634548621611315065082986872910592053229949131556605852404937712836788587356251788010490724968329159729948418889600198225037594224486350010452384168314959128476947087246943305951692483668589282141075516896013432003551565548423814660391497810803556884284190081915715175370306473490458212849293406050699622387426233947317173770886057547944607310069649851698050791062486139549
LCG,4096,4096,9,764548859213473169745197370299533115462166603418226918353867696072915231740774567072298761272996156805069384964874538865684177881608972196772785853042968833172256056792476831309744811356968040131020737853261099481881722048954336554328726683119423764633728397567359520620527520492626533909843625067569043168969464979934165346389605965145209346713350683360406942858124167080852606253869237141486001906888465720191728530651887304804118791438329729915940179696410845356013746875310234844073611131795085934457544486097816464520175646556086128398487238610189027521828505946926109966344236000769497803809757240617385631074039050476227754872010947652767533585689849841812987700416995257797569986731810942114382091792978338877620811932197301826192780020504492163241904264380199498852787542610654636209723319775267625980282445183901583952430106541817984935297850487828045025760377105155785412221592997504742728653452351827659855995238071996794434249249992049066577573527123502314874016422246550506298575797487255144815014904489937513608830551113258228900059837930559090563017597356339539000028933151445610645681557543964498747219685775830858700691163729658758840398879269434276054770045458263131509769878206873117927408015466574984034224558881
