Algorithm,n_bits_max,n_bits,Index,Random_Number
XORSHIFT,80,78,63,250557590119838858266256
XORSHIFT,80,79,64,343488414017987678673032
XORSHIFT,80,80,65,1072009025031816368506074
XORSHIFT,80,79,66,392534357297909819753480
XORSHIFT,80,80,67,644545040394832174438361
XORSHIFT,80,79,68,537045678865773068547792
XORSHIFT,80,79,69,419400066631170505021426
XORSHIFT,80,79,70,389898947436544542830856
XORSHIFT,80,80,71,1006742279676771065843189
XORSHIFT,80,80,72,1120846706052451247934457
XORSHIFT,80,80,73,615887599617386797687604
XORSHIFT,80,80,74,1133616321738934009647405
XORSHIFT,80,80,75,625380937863244355641944
XORSHIFT,80,79,76,495840524212869214396894
XORSHIFT,80,80,77,922736613740797979557656
XORSHIFT,80,80,78,607964169861207939718071
XORSHIFT,80,77,79,114698102014260299632234
XORSHIFT,80,75,80,36010237067439905605863
XORSHIFT,80,80,81,650968828359062195505676
XORSHIFT,80,80,82,968277212067013173435789
XORSHIFT,80,80,83,640943653272506617874728
XORSHIFT,80,80,84,928369422923654071018134
XORSHIFT,80,80,85,836471043427543174971564
XORSHIFT,80,76,86,68160691072598758446548
XORSHIFT,80,80,87,1067864998991908578547625
XORSHIFT,80,80,88,958653264116636498851563
XORSHIFT,80,79,89,562465652630354750097323
XORSHIFT,80,80,90,858441973897742367191877
XORSHIFT,80,80,91,1083961141021855611393535
XORSHIFT,80,80,92,1183938471622253611813670
XORSHIFT,80,80,93,879730298000615134001801
XORSHIFT,80,80,94,766725264745314930571065
XORSHIFT,80,79,95,508126851726577714627265
XORSHIFT,80,79,96,423711754216763323104857
XORSHIFT,80,80,97,715123349730948987474796
XORSHIFT,80,76,98,73750436825832105002201
XORSHIFT,80,78,99,223903345840625806374946
XORSHIFT,128,96,0,57041844499912214425902975001
XORSHIFT,128,114,1,15376648211662113990616840128999829
XORSHIFT,128,128,2,178281323615655902890567794249757363178
XORSHIFT,128,127,3,123651752313086137881149907025901079502
XORSHIFT,128,128,4,312802243152666423998943223580334947749
XORSHIFT,128,128,5,303976192864020212822625096936822205138
XORSHIFT,128,126,6,75915572652069441697846967382251074071
XORSHIFT,128,128,7,246648608810895130606282254605066693553
XORSHIFT,128,127,8,164888627740458180328613615281570282429
XORSHIFT,128,128,9,304595830743460127579835195489222855049
XORSHIFT,128,128,10,242975972495411140463851998011455152390
XORSHIFT,128,128,11,300103049956084550357187020957644105035
XORSHIFT,128,128,12,197105421169838038296153705718505576142
XORSHIFT,128,127,13,85973128034985078071303934610905093134
XORSHIFT,128,128,14,221574595483864745047897200991867057784
XORSHIFT,128,128,15,209582541949503275167854443708840713427
XORSHIFT,128,126,16,53805868857234431507881921768065667150
XORSHIFT,128,128,17,334922074313035499453442625717907928158
XORSHIFT,128,128,18,304438111419682259347920482377127075852
XORSHIFT,128,128,19,265352633241274644414160205865113548391
XORSHIFT,128,126,20,55576473466539363655612380796894740062
XORSHIFT,128,127,21,141617464988441147950277789542188862734
XORSHIFT,128,127,22,99294259023880197906538563667030992740
XORSHIFT,128,128,23,323006163206819369866958067898182846846
XORSHIFT,128,127,24,129797597502224082907057732765280641775
XORSHIFT,128,128,25,330370940598640575784665877386363806305
XORSHIFT,128,124,26,18820229712806338083489735310347746464
XORSHIFT,128,127,27,101685259052554682035543986759199587455
XORSHIFT,128,127,28,86586965337190954728784719212177219867
XORSHIFT,128,128,29,275151660284451861800781775811202604485
XORSHIFT,128,123,30,9228473852325538463194992178136955029
XORSHIFT,128,128,31,225356337946914118719388648659484957924
XORSHIFT,128,128,32,314179786088440500494916946466273861752
XORSHIFT,128,128,33,234194048363760787492734377242353161277
XORSHIFT,128,126,34,77436976819285491356623657360422294285
XORSHIFT,128,124,35,19464717137874445048423951401159248326
XORSHIFT,128,127,36,106638687355247109036669311235244880026
XORSHIFT,128,125,37,32555819048237368966950274666998301634
XORSHIFT,128,128,38,255471504588474793103763733166962303124
XORSHIFT,128,128,39,191875160513388860818328766284945298455
XORSHIFT,128,128,40,209522794780162706508666694996260403487
XORSHIFT,128,127,41,94641529930144032437961035744571136998
XORSHIFT,128,128,42,306485800933131677843242748172824365808
XORSHIFT,128,127,43,94334475069118005369811714970924968672
XORSHIFT,128,126,44,82695341150470613565361694287788844480
XORSHIFT,128,123,45,7816600737359579950547481552189913022
XORSHIFT,128,126,46,49046370433033475032038702209128571628
XORSHIFT,128,128,47,325331675356773736245654031828748758338
XORSHIFT,128,125,48,32029609898464780073614411652769779327
XORSHIFT,128,128,49,245203096362721433427150694451471351300
XORSHIFT,128,126,50,47340638051085955302974222333648714747
XORSHIFT,128,125,51,34115355471654824054385061426624246265
XORSHIFT,128,128,52,302335324461584947490674015984940164792
XORSHIFT,128,127,53,107894525035520283158343041598028671706
XORSHIFT,128,128,54,308609056013743977102587213663363676372
XORSHIFT,128,127,55,116516330901220655813617367828640334587
XORSHIFT,128,127,56,105589973009828231351923308983766838716
XORSHIFT,128,128,57,277183890683294444358140199412151823149
XORSHIFT,128,128,58,178568732902301107495599616100615894960
XORSHIFT,128,128,59,328865616867509105206270621023038298349
XORSHIFT,128,128,60,307835798920083020811456114532493404326
XORSHIFT,128,128,61,307537989224826902060458818976824633174
XORSHIFT,128,125,62,42497699521609447010381870837292615328
XORSHIFT,128,128,63,321372776114399261826913612077388605714
XORSHIFT,128,128,64,203885472564186408311671113538973443943
XORSHIFT,128,127,65,105775642853381848743695460224181764328
XORSHIFT,128,127,66,124998199534950740681508664199836750374
XORSHIFT,128,128,67,249745990419402046871688811558801227067
XORSHIFT,128,128,68,336297193572606070293603266039923200009
XORSHIFT,128,128,69,251700071418004883847141321912965110489
XORSHIFT,128,128,70,273643514891596276290827488355313491307
XORSHIFT,128,128,71,180162797596010518534054915091236657724
XORSHIFT,128,127,72,142007835159343813404015610909082920535
XORSHIFT,128,127,73,124849127456416548143332977414945270763
XORSHIFT,128,123,74,8698080572699847929102900496315150886
XORSHIFT,128,127,75,148924730927330913887545173483689944527
XORSHIFT,128,126,76,77354695786287243143652916161166776903
XORSHIFT,128,128,77,213703510955328009601136613854231112859
XORSHIFT,128,126,78,68670972049839359334086438034340563631
XORSHIFT,128,127,79,93510045868503998310650603812062044896
XORSHIFT,128,126,80,49921975965263890770693459113379179686
XORSHIFT,128,126,81,77706600177401530862106468162162281292
XORSHIFT,128,126,82,84501516851055782522849186669805712925
XORSHIFT,128,125,83,32998777043072835193437947382793144202
XORSHIFT,128,126,84,81565230134093798560916470668892570409
XORSHIFT,128,128,85,206120559190001265358806078777980119695
XORSHIFT,128,127,86,113698630997824882608024741900936261629
XORSHIFT,128,128,87,308930174237301590558143879544235655213
XORSHIFT,128,128,88,332752535297727132191571306715136621989
XORSHIFT,128,126,89,68709686141916365855878987809471810864
XORSHIFT,128,127,90,130260385925360878075190730011544489962
XORSHIFT,128,127,91,99641723869060360471203139889247914368
XORSHIFT,128,128,92,314528683949211120586181132000083225392
XORSHIFT,128,127,93,145670336896405746258805372716564746602
XORSHIFT,128,127,94,135302122080488421473067236734568719625
XORSHIFT,128,127,95,145688463896350187893518307370083167554
XORSHIFT,128,128,96,260282416138034610552183351281796837259
XORSHIFT,128,128,97,314243383886538832918870901075999194989
XORSHIFT,128,124,98,20219141295654606310748229084985018264
XORSHIFT,128,127,99,140120482873372047184438366453277011583
XORSHIFT,168,145,0,36981956683726503835298427118379476761237979
XORSHIFT,168,163,1,9631206436227126369626949812642769297396009685002
XORSHIFT,168,166,2,64765382090068860190785617149079786840080066551267
XORSHIFT,168,167,3,175987330428582819359425462401211760324837781304943
XORSHIFT,168,167,4,136602753541796523196102101292338257658102855880541
XORSHIFT,168,168,5,225321192979104940392118761830425391515676180108104
XORSHIFT,168,168,6,270897293516599458126301064445372945230568290223073
XORSHIFT,168,166,7,80186702181976600088373397697741372082732761021636
XORSHIFT,168,168,8,226848810368412041702879131072885190772738219324805
XORSHIFT,168,167,9,151331459934812743423502363555900696876727695140209
XORSHIFT,168,168,10,236387581360055165907497253888130455144237319404574
XORSHIFT,168,168,11,221095869361565530474374822268962061228357675120029
XORSHIFT,168,166,12,64576387701296065401047303177380564833159942262003
XORSHIFT,168,166,13,57899207170247822902337692720168360673213290901208
XORSHIFT,168,167,14,146990101365179332310661599978102988206824702031196
XORSHIFT,168,165,15,27179639334179924166423237311421833722136184916352
XORSHIFT,168,166,16,90710470285488283697848850505258446354947036219129
XORSHIFT,168,168,17,335225481977955180005164512242625309760938380099976
XORSHIFT,168,168,18,345953434489191752943241323381294372226396020694330
XORSHIFT,168,168,19,269646422718228326819429579977128844879149038654542
XORSHIFT,168,168,20,287755084648930177720688974057168158383727078427152
XORSHIFT,168,167,21,97317053192929776889741936575473503049875868437514
XORSHIFT,168,168,22,290798728891906193448451727553861050523558960241280
XORSHIFT,168,168,23,329040228672262168608868080193781331584385516146272
XORSHIFT,168,167,24,145563569994543351392986551106260126812075921443900
XORSHIFT,168,166,25,82363022051224369189838716669577409057670002553556
XORSHIFT,168,168,26,364126289223379921579197239736503206428174285123244
XORSHIFT,168,168,27,265853018325377572415619289622473098792221820757686
XORSHIFT,168,167,28,120085709222261658180467187886937057423089607781574
XORSHIFT,168,168,29,253513736840688755410455498498065077893912063985525
XORSHIFT,168,168,30,360148552010788357120033857743252189986770818200434
XORSHIFT,168,167,31,181066776551187503046639534508256560153581044747679
XORSHIFT,168,168,32,294198824204505345413451042822218428079291587164268
XORSHIFT,168,167,33,139662416560920461867633593413675224451765000237310
XORSHIFT,168,161,34,2872303142861589946617024904049504698962035038141
XORSHIFT,168,168,35,243833207205768457316165859698401189422807344713529
XORSHIFT,168,166,36,88948636848040556257503889128224731880172887921001
XORSHIFT,168,168,37,330720710661625319512525124107692919029476518965358
XORSHIFT,168,168,38,240480578610099744034565377408488769550757084039571
XORSHIFT,168,168,39,318256867365772621077195327585252819965573842762730
XORSHIFT,168,168,40,322884675158653024965783157912751911701288754367989
XORSHIFT,168,158,41,249411350945933360587288452674853460263633464896
XORSHIFT,168,168,42,302993978255847536431281829002422906033508931516652
XORSHIFT,168,167,43,176904631097626377626452448493247814246529616115717
XORSHIFT,168,166,44,47718874160709325602776059854925346534959955505369
XORSHIFT,168,168,45,310891251796033626576959577172992854309939075579209
XORSHIFT,168,168,46,364689557190447173039522614072503938146893209339018
XORSHIFT,168,167,47,104635644135378858850026481333773428844351871017964
XORSHIFT,168,167,48,119395859786042980010193283108279152721340440658870
XORSHIFT,168,168,49,300161600297695137656930994081028666800523428313732
XORSHIFT,168,168,50,187337420434225755462402312144929646591688385242154
XORSHIFT,168,168,51,226119418318907048308176036743499023181911523458560
XORSHIFT,168,167,52,132954082828229140071097082552013936758725574891470
XORSHIFT,168,166,53,84153855759221561844143843914850884455399322062601
XORSHIFT,168,168,54,298492315310844359143587891133040361260043018729055
XORSHIFT,168,168,55,259743074649005498505807322314202865924486503324940
XORSHIFT,168,167,56,154861530922367026718129129617822188660733128567043
XORSHIFT,168,167,57,174643002302905557193287527401408827822073060893447
XORSHIFT,168,166,58,92132399950220816521994993205310311590031603048213
XORSHIFT,168,168,59,332415199874091103714078764144343598829473465634392
XORSHIFT,168,168,60,249676724432757813129080000736119022737207124923365
XORSHIFT,168,168,61,187428263299842125225404169276561588780065254290071
XORSHIFT,168,166,62,76272680716916933093129883425910401554152330878660
XORSHIFT,168,168,63,310132044256158115632830575273583916959592294322277
XORSHIFT,168,168,64,367176175048886561459570329051750660693217559996954
XORSHIFT,168,167,65,101537222536424162768080417656003300148371100578201
XORSHIFT,168,166,66,92975389753121106934170538499907919423016118620740
XORSHIFT,168,167,67,128005143138431677497290548462717678836419791467070
XORSHIFT,168,168,68,239694537957428613821616054643921357511752010929713
XORSHIFT,168,168,69,282412753185653657370859769309487033794600475154001
XORSHIFT,168,166,70,52383225374143103461648555517379216748295246931892
XORSHIFT,168,168,71,349713449928260555159036643562462821379517815201323
XORSHIFT,168,167,72,140619808885220894764748171767254359204914160265753
XORSHIFT,168,168,73,243524946789763658742134715754069211429854424975200
XORSHIFT,168,168,74,349359268325182869504140382131881985080277097019928
XORSHIFT,168,165,75,25802939157661668234346456855380124703408661579977
XORSHIFT,168,165,76,41092868783549161862889105609335900496105655621899
XORSHIFT,168,168,77,206120699778773089850803501782318058155865085739489
XORSHIFT,168,167,78,165468966551550957133189277681116168312656040153662
XORSHIFT,168,165,79,44126418681950117192549749191615464521086541006345
XORSHIFT,168,168,80,311357961214592879734234386901562423620938325871233
XORSHIFT,168,168,81,196691472064950404076345409217274069919808518284471
XORSHIFT,168,167,82,168504777207940716623271061852672810320884673938831
XORSHIFT,168,168,83,306794939136221048030576720936657321341897920264350
XORSHIFT,168,165,84,27516837464773249594566429545212527470221067234599
XORSHIFT,168,168,85,215159800409499914917558664124423007561247754460138
XORSHIFT,168,168,86,194645650484192755726653585826208359337412302310125
XORSHIFT,168,168,87,235601326431482951543884794776023169916228805733895
XORSHIFT,168,168,88,344641415752810504376440322472579219642253078329892
XORSHIFT,168,166,89,61949547511909604588316481881977510285765704472623
XORSHIFT,168,168,90,336314226976300463279641641417620601457225047687375
XORSHIFT,168,168,91,318374993778906903101448056037782767950601465175404
XORSHIFT,168,166,92,86708616577113621275681480838667572170497723769478
XORSHIFT,168,168,93,187231531410166012527574857454242450061398820035236
XORSHIFT,168,167,94,138279640041334867711328648879509616079679927579462
XORSHIFT,168,168,95,244102260183634822605617064180175060589547354264989
XORSHIFT,168,168,96,363008491182253585822082760209680046431605558164197
XORSHIFT,168,167,97,102802201719651281292419865648409750373414392650905
XORSHIFT,168,166,98,56055316372076678176040880579015621327815718942356
XORSHIFT,168,168,99,246493819401925229931974033862791149076968979406880
XORSHIFT,224,186,0,66627777550805042789885515549284497335413492006995604890
XORSHIFT,224,204,1,16923959836277593983486505699614253270170807527770683100224374
XORSHIFT,224,222,2,4574855381984834069746417812976011419128810097187147980000113802917
XORSHIFT,224,222,3,5475445718801476374344098559630794440415834796065422577376585837063
XORSHIFT,224,224,4,20906729641338029273678288043506578698578213711682889531041108918932
XORSHIFT,224,223,5,13399125367528871044942849126433935383923379283821353178125346379740
XORSHIFT,224,221,6,2520603963840090902094198358459743063262701953010212237584363892389
XORSHIFT,224,224,7,25615366847344703666549129009211208798998997849917428981895886315916
XORSHIFT,224,224,8,23989937864233140211237984518727754717819284114530699212690115763534
XORSHIFT,224,222,9,4257147117586706619264762884896181960022975421529294669474292472947
XORSHIFT,224,224,10,13564336426385264750963529239444681175824158579250842119934384467291
XORSHIFT,224,223,11,12441682632072577138979458059644331174830516068706094569254287901835
XORSHIFT,224,220,12,1168974333211580262277692236995669455435130270458505434058238314567
XORSHIFT,224,222,13,3575841349888470250351646188873200141170913654615852007939392193737
XORSHIFT,224,221,14,3070402588286393909491102997253998993799183250911371056451232913991
XORSHIFT,224,224,15,20086311582901023068200287296487219323454957500359997688742871952728
XORSHIFT,224,223,16,12171741227291723959136546927171895593530749477577341400636445442415
XORSHIFT,224,220,17,1570076102503491455947155920623121523169311304852820360594864043041
XORSHIFT,224,223,18,8886617787087669616611493426332076410074813787041811372789134372023
XORSHIFT,224,222,19,5272901779885861414965414349647721662235295800399620546812537476136
XORSHIFT,224,224,20,16603538609522688615743772231197854401323607545764156295778620337534
XORSHIFT,224,224,21,24810242941215613107513390687164624497058415379342296384857315706150
XORSHIFT,224,222,22,3634973746186555257538456407769922216725168501461963176092748035485
XORSHIFT,224,223,23,11887195944580814137732301200574190856073879262311211035432579924104
XORSHIFT,224,224,24,22924634782069272627685627570817528844951228855925261563766568430583
XORSHIFT,224,224,25,25999414173046263167324006651201419518380355376448019371382608668376
XORSHIFT,224,223,26,7167072840640071262833869973444940631378489149823819292247002144044
XORSHIFT,224,224,27,20463418604896008460348154496621658901073329324354575047748038234989
XORSHIFT,224,222,28,5373435705012086444124680988347131497920517729937969899400926618565
XORSHIFT,224,224,29,25704057013802119342917942207604282022843261395004651971349782644935
XORSHIFT,224,223,30,12063069855965133602514281303966131282841086447389956716114853002544
XORSHIFT,224,224,31,16698743372098306801219318288865413976972651322553248574552133191559
XORSHIFT,224,224,32,22553706101648091508082280346522636026346931677949202430466493980273
XORSHIFT,224,222,33,3863840444358039256990227443856046247059441962838337547252646207875
XORSHIFT,224,223,34,9555117903767617653525171682877657857244126051138170105766735758182
XORSHIFT,224,224,35,19661142695130304861723263850090660165654361573644303715205043486615
XORSHIFT,224,224,36,13784262351706340173981584871221418777008809059398314944393350591414
XORSHIFT,224,221,37,2262826230673861490508017561492504749656322737166911483222360709805
XORSHIFT,224,224,38,18326908619425706129497301331273386251821700723262255600157998542951
XORSHIFT,224,223,39,9036743588364913835268641528321836858340476735745485968155892572001
XORSHIFT,224,223,40,10327539994101406275364443510752776799824952708091449604708980994549
XORSHIFT,224,223,41,8936634876603762406848898853480525854972564529937396946091395833107
