Algorithm;n_bits_max;n_bits;Index;Random_Number
XORSHIFT;128;128;54;177068571083814127818304749900331232126
XORSHIFT;128;127;55;102291058247318021845021401700713280663
XORSHIFT;128;127;56;139623270806896708791910948785544939417
XORSHIFT;128;128;57;292940524407149594500587590586638923067
XORSHIFT;128;126;58;67354926303327453028359793482308557612
XORSHIFT;128;128;59;251085745230998874794036985834688561174
XORSHIFT;128;128;60;307376724322112234757553448007545347177
XORSHIFT;128;128;61;246576608616618611783962835507323322116
XORSHIFT;128;126;62;44619762099225645426885596953084950139
XORSHIFT;128;128;63;315391479740402924421083882773579168533
XORSHIFT;128;127;64;87229744888166871662987098974937811152
XORSHIFT;128;128;65;278146274791411518768110392581267780984
XORSHIFT;128;128;66;256779536613946989612237203281832739977
XORSHIFT;128;128;67;203266915369168087997313172210151771632
XORSHIFT;128;128;68;295410736521935632138931483793088074198
XORSHIFT;128;128;69;339645419789310871388954519465323834769
XORSHIFT;128;128;70;326969223922144523015333380338395800201
XORSHIFT;128;128;71;287913102528180267095729596188676168788
XORSHIFT;128;128;72;219344194836248801879796348417973535473
XORSHIFT;128;125;73;40536359600877925541811229061299350528
XORSHIFT;128;126;74;45690749828563972736553715999713721558
XORSHIFT;128;127;75;86117616398171866403969742135570394602
XORSHIFT;128;128;76;324369303936537890207233022936625302557
XORSHIFT;128;128;77;203940306755699014426943294872663152394
XORSHIFT;128;128;78;338055852966719037841868116001891327458
XORSHIFT;128;128;79;196369328813981342578941517258224928998
XORSHIFT;128;128;80;300634836054749995252717982294565419486
XORSHIFT;128;128;81;177684606729227513532591705960872767664
XORSHIFT;128;128;82;197010441404279163914583868215463769157
XORSHIFT;128;128;83;205656421301532621225205967527310302496
XORSHIFT;128;128;84;258411549249066858917116859244263411644
XORSHIFT;128;128;85;174667317146093186701197256492159103864
XORSHIFT;128;128;86;286613987646943131844604117437603580161
XORSHIFT;128;128;87;251363166389821963006264587322778402004
XORSHIFT;128;127;88;134161737223505960364896306198684887142
XORSHIFT;128;127;89;122138342879584517666580692152381468259
XORSHIFT;128;128;90;187359290333598435473673458365495417743
XORSHIFT;128;128;91;266382891468826843081654798609532397558
XORSHIFT;128;128;92;257714908532185895501544481603582735463
XORSHIFT;128;128;93;307605048368032369605315329354122895983
XORSHIFT;128;125;94;31173592872389754690639823302951387536
XORSHIFT;128;128;95;255513039559741252085131879447239978066
XORSHIFT;128;128;96;194347889014629592869708151777908637689
XORSHIFT;128;126;97;84140933182190704617494676397123155847
XORSHIFT;128;128;98;204018522570098948579083805822054196312
XORSHIFT;128;120;99;1062354707551161329212686717738279732
XORSHIFT;168;138;0;276270776984739893857599350996354934561320
XORSHIFT;168;156;1;73025223107491866216842790718927612387694233778
XORSHIFT;168;168;2;260966619657252772561867276315956527644713296163623
XORSHIFT;168;165;3;42108506078736793170931784900794110572591123291213
XORSHIFT;168;166;4;78484115561096055049532138041766699535560117139667
XORSHIFT;168;166;5;82760258759630238477704622722376763885173538743598
XORSHIFT;168;168;6;296043918680422973563771631148979786967469993746583
XORSHIFT;168;168;7;229868326249044911424534466756441928344624769559401
XORSHIFT;168;166;8;64615048806145979015071185735396191368527339404249
XORSHIFT;168;165;9;27549107839983728952908634240828538585000904677580
XORSHIFT;168;166;10;83482907893721677307268504423435392497339201927163
XORSHIFT;168;168;11;291109672158859987509027998675223191579900498979007
XORSHIFT;168;164;12;12121272527196708576153024748331144252872579550558
XORSHIFT;168;168;13;242042161815318169363780635333922108814688617692566
XORSHIFT;168;166;14;53465598585981326481014096332686099672952138295064
XORSHIFT;168;168;15;260682856658282486925618219817905563982224680420824
XORSHIFT;168;167;16;184665401447610190024969609805457074921092457487464
XORSHIFT;168;167;17;122384972962759796042648190560907958229897135268494
XORSHIFT;168;167;18;158755347178442459935930369117881517650185798059708
XORSHIFT;168;168;19;302451854761576693903534061349912318209472226311713
XORSHIFT;168;168;20;369852057895197418174927169807437678884777411451400
XORSHIFT;168;168;21;309958124631971374875859292382898108459687463025157
XORSHIFT;168;166;22;55392311489135791537991656787614858762568378891262
XORSHIFT;168;168;23;317179889888157389246671900424338831436150253878477
XORSHIFT;168;168;24;233656760340000768163805514528873561048525879515211
XORSHIFT;168;168;25;352684274597125755961826658005785756655316863973990
XORSHIFT;168;166;26;75468664996010753215926414378531682153071090631565
XORSHIFT;168;166;27;47286516677409179121571951002011370018321941578025
XORSHIFT;168;166;28;75865697026161591519372284123074113769076876302554
XORSHIFT;168;167;29;153504552289064004132531992527226110297427991114914
XORSHIFT;168;168;30;219309456857334833323020320207131288967445701747186
XORSHIFT;168;168;31;209636485674427916787542791892166203097208072112237
XORSHIFT;168;168;32;293534867151473519206415753808750752473547356797574
XORSHIFT;168;166;33;68260557235907534716448918347880156660762811659048
XORSHIFT;168;168;34;317807797489334158279893922130192342909965311040634
XORSHIFT;168;167;35;98430532454725459485508925766240739676524867998650
XORSHIFT;168;167;36;100352851313781329435664198421431345883447380145912
XORSHIFT;168;168;37;264836244178410982715142837806522654313137668071158
XORSHIFT;168;168;38;359927429597850880563546623542630471280069530033924
XORSHIFT;168;167;39;154165620827872374410980362570332186656005300275175
XORSHIFT;168;168;40;281850385311616372636467746030563016777241949654527
XORSHIFT;168;168;41;246103741643923264497304274699086871777397406947666
XORSHIFT;168;167;42;96469732910648696876599791779331270860316251907016
XORSHIFT;168;167;43;105302866169602910675748580023106874818297418430650
XORSHIFT;168;168;44;263135699936001462024107541492663287705767606179716
XORSHIFT;168;168;45;199583666239700761575347558932100263817629856877537
XORSHIFT;168;167;46;111266980748866108548406485915064664235784936155722
XORSHIFT;168;168;47;349338731570146315997866561770528679207026912073378
XORSHIFT;168;166;48;83917252257303973647818252323937302969377276307501
XORSHIFT;168;168;49;372029585796395014459996983222565251386853024413357
XORSHIFT;168;168;50;234689859664683853007990605860589054282627319439217
XORSHIFT;168;167;51;159631546153083739297410528904152673124819049639856
XORSHIFT;168;167;52;139860120549221845661679452607826531697557596555682
XORSHIFT;168;164;53;17855765000323148854988588426032587401862474167098
XORSHIFT;168;168;54;325985942625361571767212762241610690358433958748191
XORSHIFT;168;167;55;181265451774464770643476828683736016439302418368485
XORSHIFT;168;167;56;129789577951849997787775248980388428640013453507659
XORSHIFT;168;167;57;165750078013401552200762698279250080599978683610354
XORSHIFT;168;168;58;308644719530460239265682963421099175363427232805842
XORSHIFT;168;168;59;286467526804036583622693794311155810474226779379682
XORSHIFT;168;167;60;115401179652987076509764321854555585509546429928231
XORSHIFT;168;168;61;214542194379643109012210571837399138791114718512408
XORSHIFT;168;167;62;163355902626160091461839063711086086597173026537896
XORSHIFT;168;165;63;45133914809535263737170437242982546188885939848016
XORSHIFT;168;168;64;351482363994356294105825472956846776653404819935074
XORSHIFT;168;168;65;339519062663886510046033969763772678642862853007961
XORSHIFT;168;168;66;366807466130285074768511230471298320632862818872494
XORSHIFT;168;168;67;236452348371357970019207216250566109692032492162673
XORSHIFT;168;168;68;189564554373562951102883419137854389401908474831019
XORSHIFT;168;167;69;151041286940860476043521722023724433436492148213981
XORSHIFT;168;167;70;160462064234072489348845870238553174007929134118303
XORSHIFT;168;165;71;33880896691081488653552407486176998022664646229141
XORSHIFT;168;168;72;271511068641367462788963841417868727506970224667007
XORSHIFT;168;167;73;123760117309897393147926386649832789282591773158766
XORSHIFT;168;167;74;158524505043641643831857263118599141464079029809772
XORSHIFT;168;160;75;756963841927738056052049368101747413664408496622
XORSHIFT;168;168;76;326327278756837974980563915274060770441530429781429
XORSHIFT;168;168;77;287891539317048656308681218497267521114670013656122
XORSHIFT;168;168;78;304061385790398251000124173114780505125637834548787
XORSHIFT;168;166;79;74401313077189837873004629390749810197861876286961
XORSHIFT;168;167;80;139052519782140457178339355757713829267626904472593
XORSHIFT;168;166;81;60526401965040810584129244578514069123199208454257
XORSHIFT;168;168;82;369099720427172842251022682051544576739805122701085
XORSHIFT;168;168;83;201634013125061372333367876777110461800272891220489
XORSHIFT;168;168;84;312712812993078164387233918999774742604004483380467
XORSHIFT;168;167;85;179601394691133998653624202077401134487788894038977
XORSHIFT;168;168;86;325006256124629113182205746969339097474280535630763
XORSHIFT;168;167;87;156592925807531940152791850512675884516693738226431
XORSHIFT;168;165;88;41918463760616040619588866904150649122949767577307
XORSHIFT;168;167;89;181023168151215488008523669684929044134414395249491
XORSHIFT;168;166;90;75690365471731355271895025960549370240419786815843
XORSHIFT;168;167;91;159077231882296886840922627291011928419953994720670
XORSHIFT;168;168;92;248906294320980191039034975980647082904467125879699
XORSHIFT;168;162;93;3872441561441026304922494113763386697342038265506
XORSHIFT;168;168;94;243422201554957854303339471422759082952665344319185
XORSHIFT;168;166;95;70126241449927815022411864104079455005619107006748
XORSHIFT;168;167;96;131611571083889315261254538943749549239124019871176
XORSHIFT;168;166;97;87905782935566857849124954490280311010720053438599
XORSHIFT;168;165;98;45186061477547641368562301379661646484972770951120
XORSHIFT;168;164;99;16599015080329492778400908955834885686156087386934
XORSHIFT;224;182;0;4215883860229890832578661207236681091196121956981465977
XORSHIFT;224;200;1;1139814196461629668345351604802774259425528351823542424007828
XORSHIFT;224;218;2;289996251622551280270151971448161190865481200499576510714568117739
XORSHIFT;224;224;3;13538202360386582663251275139851783660213961419309895464258553580174
XORSHIFT;224;221;4;1758950229347907821600200490685432309559768274867632326962101262138
XORSHIFT;224;223;5;11350847623339225539209088769068667717504900561011223690340118394086
XORSHIFT;224;224;6;16190721728505028991813679872175471729119322216314241475131941284678
XORSHIFT;224;224;7;23137204831541494846779166845869938051704487652778709815618063942047
XORSHIFT;224;223;8;12611956278300986206407934475276080781370560580765473395389685662934
XORSHIFT;224;223;9;11759855459520989198496222155067617645384102294408275322142988538391
XORSHIFT;224;223;10;8312642285805799286527449918925329204726972409745129467386787008406
XORSHIFT;224;224;11;24642748051331056901783026427349850265582416896672800380108496098885
XORSHIFT;224;224;12;26898488203610425673535149818308594436850808664520121153624204790136
XORSHIFT;224;222;13;4244347710548813470513873751412461914950874873227954129962766323106
XORSHIFT;224;223;14;8390040476494954155310583988677385160350038919725133798848532952861
XORSHIFT;224;224;15;24346456974845487148838920736837571351851677625901022867660888196978
XORSHIFT;224;220;16;962911233141793924871916040755044828692993659562354723615375539569
XORSHIFT;224;223;17;11752698470539305465740835599210687780547792733083285514075156305569
XORSHIFT;224;223;18;8756950852678464572467148168625833508069858786561062515817846665125
XORSHIFT;224;222;19;5752624805982812385671185951296141860552314730884922238626927017570
XORSHIFT;224;223;20;12096488015010202144230395080062946667337465312187234766733346942428
XORSHIFT;224;220;21;1627103287532129634470795816812280561705697485887676534225574670659
XORSHIFT;224;224;22;16318625405216658383802926394743991589166824779449902523124419530503
XORSHIFT;224;224;23;21732204460344280589006243897754686616861316326654648198336054230808
XORSHIFT;224;224;24;21061421256882773443772617569059692968923303442921368271139604180660
XORSHIFT;224;223;25;13216718591765312230457276287780521036230735456548956726420552463948
XORSHIFT;224;224;26;15079520695067406715046561568161428697941014933157092184576065007649
XORSHIFT;224;223;27;7079272195814269632754200211548712598224773897706730689536372872874
XORSHIFT;224;222;28;6268233340344217623248954919592127215732721048335954821577360991424
XORSHIFT;224;216;29;99798161549320194529617157024673317033049904923741254311960488647
XORSHIFT;224;222;30;5004188500847443983105642019028165224077472967174324991361055835613
XORSHIFT;224;223;31;7557540289107637377189478742027936590189933143775964484341185295954
XORSHIFT;224;224;32;17617107734959166355278677834857656350872679294533924619389159802886
XORSHIFT;224;221;33;1713206604546512827589650637407280240923048380568057345648604430535
XORSHIFT;224;224;34;20946392077436030127553398957482888498124600863245335441170622477542
XORSHIFT;224;224;35;21698633938647972059443258569917685777449310502048490201700393913985
XORSHIFT;224;224;36;15780857455227693158287057342223232285195556912813415319208104176235
XORSHIFT;224;224;37;13934774865671095064851442859159974288486564683385098717130890469390
XORSHIFT;224;217;38;143867252222978177964733259867209870136831007034441845497429210896
XORSHIFT;224;223;39;13350900712059889004849929168978563255000459216247742002772702718050
XORSHIFT;224;224;40;15804712454523573462094511741969398464469714602463567437045901049984
XORSHIFT;224;224;41;18823471631111072611978868980493594155082633518518344854624790280240
