Algorithm,Tamanho do Número,Numero Primo gerado,Tempo para gerar
LCG,56,55894028458056989,0.06120000034570694
LCG,55,33720124418223773,0.05980000059935264
LCG,56,49072199260103197,0.0641999995423248
LCG,56,60976739660414813,0.057699999160831794
LCG,55,32666994771987553,0.06310000026132911
LCG,56,63447122161350209,0.05649999911838677
LCG,55,32967000845910493,0.05520000013348181
LCG,79,394061412478217186739677,0.09250000039173756
LCG,79,389574937416054506978749,0.09549999958835542
LCG,80,907404008661122249233217,0.0987999992503319
LCG,80,846935561380500622994653,0.09529999988444615
LCG,80,829826171066621285946241,0.09499999941908754
LCG,80,648290210274222862864733,0.09390000013809185
LCG,79,339301707369540656428573,0.094600000011269
LCG,80,1112416910944610303299009,0.09130000034929253
LCG,80,1082873841577564960206721,0.09750000026542693
LCG,80,912987685658821060790941,0.09859999954642262
LCG,80,1085785322019461225635393,0.09660000068834051
LCG,77,134164410401025816002237,0.08830000115267467
LCG,79,527950453540567171405121,0.08890000026440248
LCG,79,395563374725996129785793,0.09350000073027331
LCG,76,38868347072222016203069,0.0932000002649147
LCG,79,488009713571620877127581,0.09030000001075678
LCG,80,838057685100834923755361,0.09610000051907264
LCG,78,226491969644589675279229,0.10089999886986334
LCG,75,20008603518258598257409,0.09490000047662761
LCG,80,925862361620502274964701,0.094600000011269
LCG,80,759832281462865296648353,0.10449999899719842
LCG,80,1199971190984346940408349,0.08800000068731606
LCG,80,1174786992112806694856317,0.08820000039122533
LCG,78,267701380151114034060769,0.09250000039173756
LCG,80,731309510965093241127517,0.09549999958835542
LCG,80,629384489208431741969953,0.0931999984459253
LCG,80,1107848527542453760431101,0.09610000051907264
LCG,78,286639816824056748485821,0.08940000043367036
LCG,80,1058667977162865316816801,0.10019999899668619
LCG,79,415180781201330432010077,0.09030000001075678
LCG,79,471496977854013148219453,0.09300000056100544
LCG,79,483664313079169159113089,0.09789999967324547
LCG,78,230227786645906165639741,0.09660000068834051
LCG,76,64710726064427144492669,0.09309999950346537
LCG,80,645924313661268347779933,0.0915000000532018
LCG,79,497680274960231299006813,0.09300000056100544
LCG,79,517883630720843864029601,0.09510000018053688
LCG,80,868358801909921991473921,0.09759999920788687
LCG,80,1104375549610311082312673,0.09359999967273325
LCG,80,940719146371686243420673,0.10689999908208847
LCG,76,66769595306549583423421,0.0926000011531869
LCG,79,428166977851763652904673,0.09779999891179614
LCG,79,440860649748811368053729,0.094600000011269
LCG,77,148334974515867282200833,0.088099999629776
LCG,77,142719684215429599040033,0.0932000002649147
LCG,80,754785577731751636386077,0.09669999963080045
LCG,122,4608544924208661855153016816214618429,0.20200000108161476
LCG,125,29029917382003928653248300741910226269,0.21150000065972563
LCG,122,3105798748413168593486361385510599137,0.19549999888113234
LCG,128,309744644923193217847168038057986780797,0.21410000044852495
LCG,128,313515289138092254777052982951922952541,0.19739999879675452
LCG,127,120988763859839047490251703778926389501,0.1998999996430939
LCG,128,175596925035053139903333547212844837853,0.22560000070370734
LCG,127,98037126684680556085710590641695032161,0.191699999049888
LCG,128,264399272474539354121320231394178101597,0.21600000036414713
LCG,128,200917836159444441979399700908941582817,0.21099999867146835
LCG,128,282580232222345497546412599748759260669,0.19419999989622738
LCG,128,211048033169361152483185896039560678369,0.22639999951934442
LCG,127,167873148779905285000916046645595513597,0.21949999973003287
LCG,126,43370740425050349711231955518094485761,0.21639999977196567
LCG,128,226552928974198748174582824172230803457,0.21190000006754417
LCG,125,25473412466353416926838619877415130561,0.22199999875738285
LCG,128,275882385965992618069586260895487595873,0.2506000000721542
LCG,128,182937056211649788711721571342750066557,0.1950999994733138
LCG,127,107367474557041575731695936400926020061,0.2096999996865634
LCG,125,24479434683759983858609434103499586333,0.19729999985429458
LCG,128,179812832152232571735529463293094250493,0.21379999998316634
LCG,128,205795016581713904980774123326568029149,0.29769999855489004
LCG,128,336442441436445169772595382735323837373,0.20370000129332766
LCG,128,339031827834269064461199926998140654977,0.20589999985531904
LCG,128,312038373318759334306660367952102194941,0.20989999939047266
LCG,128,186776862817424921568421879788089646881,0.2080000012938399
LCG,126,48728115180741527606619020509325744029,0.21720000040659215
LCG,128,258518131300263487951586888779984420289,0.20709999989776406
LCG,125,31778644171612877465304912447312300061,0.19529999917722307
LCG,128,267445789818621910671350043567261583901,0.20290000065870117
LCG,126,49758210587153987990280427121145777373,0.20939999922120478
LCG,128,321497409905126842782351615461280670657,0.20339999900897965
LCG,128,213022795713851213684173107453573879073,0.22139999964565504
LCG,128,326665877696562395605793509250125470781,0.2085999985865783
LCG,165,40966859825363805829236544495249175084909675693693,0.3124999984720489
LCG,166,75738212093678151877258285381180737652850194745981,0.3283000005467329
LCG,164,14267017895893465826130967898277669749929971404641,0.30750000041734893
LCG,168,289133280334584769667950622451973407741567292060669,0.3159000007144641
LCG,168,193825008702596830279175303085462207622205159998433,0.31119999948714394
LCG,168,236669613851971031363227834134645520521453144249217,0.323799999023322
LCG,168,369990162638456278110580205906625689108105905191133,0.3077000001212582
LCG,168,308256114018442918662528400343441170909497995808413,0.31830000079935417
LCG,168,348587615286141190535436520922466015649748346492349,0.3219999998691492
LCG,166,54656111992476419832001197942712753651080238494209,0.31259999923349824
LCG,164,20409455985975483254034171778334020187411220655777,0.3023999997822102
LCG,168,360773714514990040005283009651705043839723994755553,0.33260000054724514
LCG,163,9379354558269835383354348092565709442800773096829,0.30309999965538736
LCG,168,214509392605460799031959065295187910210827220506301,0.3175000001647277
LCG,167,167806502588183085290119141914410737544151976585117,0.3341000010550488
LCG,167,123521230950411451176166680614344615563263565769117,0.3173000004608184
LCG,166,76963483401998268927324740104817657777049984753341,0.32730000020819716
LCG,168,225263754984900528406190100830850217342622320873789,0.3001000004587695
LCG,168,357455838644393465233133199087695509692182272065697,0.3127999989374075
LCG,168,227073642762396166129862683481427813992484208313693,0.30159999914758373
LCG,168,292141605525651016684867095332666718408332254108129,0.30839999999443535
LCG,167,170460833216030228551021374121157966130111417844993,0.3116999996564118
LCG,167,128609823130926846016183572954477499333824112028321,0.3133000009256648
LCG,166,63445715219971330775495028952721475544123521818881,0.28840000049967784
LCG,164,22914080040160619263922039344055580260351498343649,0.30789999982516747
LCG,159,645920752874069425030984891448062936372250316157,0.29720000020461157
LCG,168,266969894771082927395369265587353989858822978794753,0.3069000013056211
LCG,222,6297580264344375652315433521544054218947216732303149788111219315553,0.5330000003596069
LCG,223,9507553294375129750098347962216636768902860662521901585862753799073,0.5426999996416271
LCG,224,26241598774561230062815235260713633921322138477628708110744449852961,0.5339999988791533
LCG,224,21175641340223580637946741849736492196281695231345501964262927797761,0.5269000012049219
LCG,222,5163032478908108908931484628151288889403522164990174619094264621309,0.566400000025169
LCG,224,25277328525959405743021618638686262151654473979246521657467349016481,0.5319000010786112
LCG,222,6348745055308716722252669748146917705691669545475572793187841621309,0.5578000000241445
LCG,222,4177053096339331013284638679747495365803107901466596135816848316093,0.49980000039795414
LCG,224,19113246092284420837922875153326628294151650356361963977262952180609,0.5601000011665747
LCG,224,16284928673107828965964635199337634288580882094390310507932750045309,0.547200001165038
LCG,224,21295400125838238016812983319448851391740935960824508126376781662913,0.5180999996809987
LCG,224,21144757975584073390988275133476006650846065322620298324805706115169,0.524799999766401
LCG,223,9590262568796164701385320635448013227994622761130643311420780019613,0.5152999983693007
LCG,224,17073594539105538702471924144958790831565872896068099523387899048637,0.5786999990959885
LCG,223,10131125955990794693488150498001916591931969099815940820904141863617,0.553300000319723
LCG,224,17491326907882332405642075944060844955443227518846813364217176572481,0.5441000012069708
LCG,223,9573272355221302173069642407698779221621701457874758233506446490397,0.5653999996866332
LCG,224,25629092580599124885446136989311990394290682548113989721874459136257,0.5526999993890058
LCG,224,21802303887550261372266387897443649614410891090838862632001509719457,0.6217000009201001
LCG,224,25609777892118751503434311628271384577410921639983493859165292669117,0.5160999990039272
LCG,224,20456317284647640932975921068246164961328811860911787446078076090113,0.5922000000282424
LCG,224,21162964011410198117538566740853348134092385873805630487226380696061,0.5720000008295756
LCG,222,6385538783960936184894773542192585921316647255838671081695210947297,0.6326999991870252
LCG,256,62224100361732699804013620741633565054256791526831722173048940721848996495169,0.6993000006332295
LCG,256,61234033418015480001978794505066672738004232696781101153758717986150010252193,0.8060999989538686
LCG,256,95295775066699803658999398681364728021184240483624613713932305029952418137633,1.0240999999950873
LCG,256,91351051424972932819857728856541405052814402358178925812591488021502152002497,0.8007000014913501
LCG,255,54127309047612283672499329275639862002920166158863924924363893013160206952989,0.6904000001668464
LCG,256,60603034930720427514705564443020555758784832652699657102160291208127495745889,0.7499999992433004
LCG,255,50807721369575337833833398716121638828916594543638858119842126884101570071709,0.6679999987682095
LCG,256,59057237830235782713331082594517866764234448024879871540640067777884522087009,0.72580000050948
LCG,256,96463895283178894873650209141248089536320621932455678381509353940736506158913,0.6993999995756894
LCG,256,59218535327504730950127994744696161711973402313315158509659328286827980338493,0.7215000005089678
LCG,256,97384548923095248987849481700429542625256159466588762023187194803178450239357,0.7385999997495674
LCG,256,69791307447699557807232355856042837422657240628124080938299702494708792542049,0.6766000005882233
LCG,255,32932542603796351737175409146288480372614061826251103887664255545168546345213,0.7461999994120561
LCG,254,16360633730384014928553438324455511262943395701003840614870622600401812533793,0.7022000008873874
LCG,253,8715851913288949173291354852644521068061146143420923986216972019180776057661,0.7002000002103159
LCG,254,28152346609048733303480907716888146166100211929290535127756947548786024035997,0.7204000012279721
LCG,255,56511973289385630930209812486435193108749074420578756165020929142345258002529,0.6861000001663342
LCG,256,63794903004760043857064420432166726516456427382325551195675303239795810513117,0.7077999998728046
LCG,254,19974249312963633907446521533988277634788668170626502807706552138193977929789,0.6642000007559545
LCG,255,48882537701655142959334136479262784076333423209264174466445108157428160988573,0.7899000011093449
LCG,255,32364532615644843469926760648433264884098462888554424643105662740371539018749,0.6864999995741528
LCG,254,18359947760215019400489950471003958432724104429609927628313765049631453842209,0.7172000005084556
LCG,511,5744140082991378543250088775072689709291422007525857678097022629536292792012653565727608097879242095704893370885971099775357665312159898174176573183605953,3.289599999334314
LCG,512,8871680359654178941349668169698344487514242319004946759031982898068253034296905013535922465694244334717149831126819026272971028436182411542220970886860769,3.4540999986347742
LCG,512,12008303772329627944283013499415816288057919262612869713596646438767889175829928777787720134570269268919401086868492323741318912772194059142002091100908381,3.3309999998891726
LCG,512,10368989629440549222838645341583595513303127652994488892692608752771120016829440434368197263406760180916697476817317862976351390510796608585674525277130461,3.130299999611452
LCG,511,3844133529743069417483912654591189878408108554324565429803731275803804260966964971025659090861380736132974130718896372886588289871865518505946174306499197,3.187199999956647
LCG,510,2685324515271983699002335785850722262769533433871148264701603687498121408581564570087742483871061412571393604901195355948316647634270088259801497158496317,3.0692000000271946
LCG,510,3118950661764271333138021610751561262493963666713903766583405186964805068870900947411491298745836556408870371386818062367515378383522431582147884544651841,2.909900000304333
LCG,512,9810859080507928935994223922278690209757696340752434506709085998515192861047165439757241839621937344116406703278199599326098932304555144008095335765037089,3.303100000266568
LCG,510,2846033226134727423362549986704054703972854875576175788411665722846768168816011665846371755626536376161253730949234200500382215495739908024889937910784413,3.0888000001141336
LCG,1024,115137840591020715136532353457922878576879660433913459385825719452752507439139589126824696604436817079659151787790212227836991126026634891931134010847102736539925644285330987701987914085974176075619171156519361792411670978893001939329645260295799203858180364448164471344470012780179279907116702419005495827933,19.016000000192435
LCG,1023,78480891132033902874612127493336904616616716162137422941325400110048632716611952994881452018602438113770764439147268724791246152240310807652204683877140572221750688697177278564416678312978061952930106257919597178805889365217860935155030045266269041654793393145772542831659090733926774956306440407331117987521,19.132500001433073
LCG,1023,68722366597673918635307842975349089678278975676436458215126272181231375933959129998399644966280485626915146164331881726051296575930328459875472172152552590617096755973289921809763574445981166345776498944398909078774098271127704564046537650247789968156408797815446263357109163434830546024664746776219862007229,19.555900000341353
LCG,2048,25871853381261414441922375029875742724831366568298973656267140711383550192843401975819561268680058633982548922764675858055051767244306211973455552285967383776144898642367610908233193879018707996056298950624947891769672565737083543341318806612596846218114554692096300951569897502192824924338364505498974608097055059451989303825870282821104878718119013159678428378109566508619499487316576696040955034274277034997913506216794449640069405520717070185292521180726507840181980201047566083498710191196567988860665742547927733210847107051014533405473547826628123793808536223260214930629449800267424781327886040950270344283009,118.81970000104047
LCG,2045,3528069578077164482259606118629526902206429199780884056365305248819283417495154403872565780376902557548436138696185345067174562456195733518111220628371410653817372371842251167611397853344297504825029679785483954067705976496130351672361771397712910459886356028072134182598356183471555440068487127468502138690671874670280339320506117988245462462747585504253872158777311246905124504053244370316905084314232501117395305511581435926362421311188673094153779125941866139454889045191312374529421270097747564987249893613722740856418944353028192453482774969587363692142207166668923697922007962720844921305978019277734611371169,117.98840000119526
LCG,4096,995656562654983313554000386300377697659650136161845743732976352224286770520771560572087193592383567589856722915771553733799519037331458786500969248233132547317389010330222080639230960630528883958069682821603969899368214997009780984155984073076497012519021043869062050713770125004902778678912023965418218322273192735876920168109508961518908070489402626202540315155279883350308737550048405988224933223974543235349391217814314187141812406080288271008047845037709198359508261365383987153921245071548437580906668482916907049986497159916229287435986281814451319709497327419190187857728486394266628509793022145367518312480577439711530826954848392219508104159128458450189320287720839958831941560163767204917133044670435358791349566667161828401526405900419144156744820305219820721332316800638381418527212421663106578730107987089001878034596703736556776366894256722893065621978328958432962117424485401675088382903037048568937094970297378619616517732493767857591263208053495326609208926510515278838664360859110433162839123364197489663945172257064522852716373253743532709705284860937642937614441720177111619748970081478338173885717937512969421201977304604573606340358495650512790539655124489867088786155419076739906690507700488434471032917306973,788.1178000006912
XORSHIFT,40,588506868371,0.05340000097930897
XORSHIFT,37,80119160983,0.06439999924623407
XORSHIFT,36,52872466817,0.053899999329587445
XORSHIFT,35,27953958349,0.03730000025825575
XORSHIFT,37,98614065359,0.0413999987358693
XORSHIFT,37,98694154057,0.03870000000461005
XORSHIFT,39,470241320221,0.04129999979340937
XORSHIFT,40,997175360003,0.036899999031447805
XORSHIFT,40,582926471107,0.03929999911633786
XORSHIFT,40,948801051857,0.04140000055485871
XORSHIFT,40,879972069157,0.04000000080850441
XORSHIFT,40,564218704597,0.040499999158782884
XORSHIFT,36,67154509813,0.05469999996421393
XORSHIFT,37,80609689109,0.05410000085248612
XORSHIFT,40,672412012757,0.039399999877787195
XORSHIFT,39,390884613701,0.03950000063923653
XORSHIFT,40,563785491853,0.055300000894931145
XORSHIFT,40,839381841043,0.03909999941242859
XORSHIFT,40,702720749839,0.042499999835854396
XORSHIFT,39,440389452443,0.03780000042752363
XORSHIFT,40,943285695211,0.042300000131945126
XORSHIFT,40,1037762100131,0.04400000034365803
XORSHIFT,38,204624552841,0.0396999985241564
XORSHIFT,40,896300545409,0.04410000110510737
XORSHIFT,39,320020123237,0.03949999882024713
XORSHIFT,40,745267242653,0.04199999966658652
XORSHIFT,37,120287069641,0.035799999750452116
XORSHIFT,40,1033170131471,0.04079999962414149
XORSHIFT,40,699898446673,0.04240000089339446
XORSHIFT,40,961154726867,0.04329999865149148
XORSHIFT,40,1030897094551,0.06269999903452117
XORSHIFT,38,261352122593,0.0442000000475673
XORSHIFT,40,853917812789,0.03999999898951501
XORSHIFT,39,459286348811,0.03860000106215011
XORSHIFT,39,371829980917,0.04289999924367294
XORSHIFT,40,983049539711,0.03949999882024713
XORSHIFT,40,1036027644263,0.0397000003431458
XORSHIFT,39,357990988661,0.044499998693936504
XORSHIFT,37,117181009969,0.03600000127335079
XORSHIFT,39,362866200623,0.03780000042752363
XORSHIFT,40,796998459931,0.0411000000895001
XORSHIFT,40,765270947137,0.04400000034365803
XORSHIFT,38,226953168439,0.04090000038559083
XORSHIFT,39,541949289059,0.04000000080850441
XORSHIFT,40,1028290944517,0.04389999958220869
XORSHIFT,40,899408421179,0.07219999861263204
XORSHIFT,39,323421001429,0.041000001147040166
XORSHIFT,40,617843990161,0.049700000090524554
XORSHIFT,40,771717052907,0.04479999915929511
XORSHIFT,37,117042546793,0.0366000003850786
XORSHIFT,40,947266292879,0.040099999750964344
XORSHIFT,39,321493216567,0.04269999953976367
XORSHIFT,39,460038945493,0.0411000000895001
XORSHIFT,40,745575444461,0.0455999997939216
XORSHIFT,40,817883632187,0.043199999709031545
XORSHIFT,40,834855844003,0.03640000068116933
XORSHIFT,40,1029916900087,0.046099999963189475
XORSHIFT,39,471921635063,0.04189999890513718
XORSHIFT,55,32816998920030191,0.059699999837903306
XORSHIFT,55,28777616484960017,0.05310000051395036
XORSHIFT,56,56582047213088081,0.05400000009103678
XORSHIFT,52,3447606200131789,0.055700000302749686
XORSHIFT,56,37536147025408237,0.05899999996472616
XORSHIFT,56,43814421278151779,0.05650000093737617
XORSHIFT,56,56927561609568511,0.06100000064179767
XORSHIFT,56,39058978079693881,0.05979999878036324
XORSHIFT,52,4413154851058237,0.06070000017643906
XORSHIFT,55,32164501531428377,0.05129999954078812
XORSHIFT,55,22164872142860999,0.05670000064128544
XORSHIFT,55,27242196117070157,0.05390000114857685
XORSHIFT,55,18723895866775487,0.05830000009154901
XORSHIFT,53,8717710229247367,0.055500000598840415
XORSHIFT,55,19651553157432551,0.05810000038763974
XORSHIFT,56,42276488746811699,0.054799998906673864
XORSHIFT,56,51570588617525713,0.06209999992279336
XORSHIFT,53,5524123389767551,0.05710000004910398
XORSHIFT,55,27318598014519167,0.05450000026030466
XORSHIFT,53,7876216366422293,0.05419999979494605
XORSHIFT,56,45895079883182953,0.05559999954130035
XORSHIFT,54,16832951662203151,0.057699999160831794
XORSHIFT,55,34442901813181817,0.06599999869649764
XORSHIFT,56,36485225463821599,0.05899999996472616
XORSHIFT,55,27283369469325257,0.06000000030326191
XORSHIFT,56,45189026736335423,0.05760000021837186
XORSHIFT,56,43744781392850683,0.06360000043059699
XORSHIFT,51,1356322205024791,0.05199999941396527
XORSHIFT,55,20403199312866499,0.05419999979494605
XORSHIFT,56,45786838000522873,0.05920000148762483
XORSHIFT,56,58146831486510551,0.05810000038763974
XORSHIFT,55,34460279846421223,0.055700000302749686
XORSHIFT,56,43273967913170921,0.06190000021888409
XORSHIFT,56,64961578595106121,0.053699999625678174
XORSHIFT,56,53273889568777147,0.06140000004961621
XORSHIFT,55,33960659327899543,0.06129999928816687
XORSHIFT,56,46624381144595399,0.07259999983943999
XORSHIFT,43,5434176160373,0.04459999945538584
XORSHIFT,55,31044780318181687,0.05729999975301325
XORSHIFT,80,814781879701426031106851,0.09250000039173756
XORSHIFT,80,1095646550593894894733311,0.09349999891128391
XORSHIFT,80,1079004884485741256026741,0.09189999946102034
XORSHIFT,80,1064999772779922193239049,0.0915000000532018
XORSHIFT,80,1188014299948633596704627,0.09329999920737464
XORSHIFT,80,636879862228317726411871,0.09849999878497329
XORSHIFT,80,907014680636583782378429,0.10280000060447492
XORSHIFT,78,237515968204530587363959,0.08870000056049321
XORSHIFT,80,879376513273658516432573,0.11679999988700729
XORSHIFT,78,290132436111759500436017,0.09309999950346537
XORSHIFT,80,893027092704631345072193,0.09809999937715475
XORSHIFT,79,424541211136696701133159,0.0901000003068475
XORSHIFT,77,77081643788279815446761,0.09760000102687627
XORSHIFT,80,694933772683206188844659,0.08949999937613029
XORSHIFT,80,1042220792398941524128663,0.0928999997995561
XORSHIFT,80,1161510796986368088170993,0.09280000085709617
XORSHIFT,79,498911805060153521434837,0.09639999916544184
XORSHIFT,77,118649706177611327779561,0.08750000051804818
XORSHIFT,77,129778915437223594699229,0.08820000039122533
XORSHIFT,80,1145380174570281503915617,0.09470000077271834
XORSHIFT,78,178493352147431203411007,0.09900000077323057
XORSHIFT,78,249612966238024716913351,0.09390000013809185
XORSHIFT,80,960970298323606450480409,0.09529999988444615
XORSHIFT,76,53891382689716253324549,0.09409999984200113
XORSHIFT,80,741380435745655702691267,0.10180000026593916
XORSHIFT,79,308839365256634785845757,0.11859999904118013
XORSHIFT,80,930806514481601151071753,0.09309999950346537
XORSHIFT,80,639972089837193039650987,0.09900000077323057
XORSHIFT,80,822720492694629501205591,0.09030000001075678
XORSHIFT,79,359379209520073545070447,0.09520000094198622
XORSHIFT,76,46732849973610563311259,0.08940000043367036
XORSHIFT,127,159369798698255520058166024012194047503,0.20650000078603625
XORSHIFT,128,205122499386958697802944798959582767457,0.20620000032067765
XORSHIFT,126,43895137933657317190125080510351376353,0.23069999951985665
XORSHIFT,128,247315305348290989091116998971355971123,0.21259999994072132
XORSHIFT,128,326529250222132112649459720152432817499,0.20640000002458692
XORSHIFT,128,274216540018954484514184703257043841989,0.21070000002509914
XORSHIFT,127,164085811511058660645868482995801373701,0.2021000000240747
XORSHIFT,128,267809242759370304115076587439268427717,0.23080000028130598
XORSHIFT,128,260136889363863459434475673861976560723,0.2021000000240747
XORSHIFT,128,287903446260019399503427169076508220681,0.22259999968810007
XORSHIFT,127,94860087168328457594396433867345802361,0.21320000087143853
XORSHIFT,125,32988794418060621304468857344062017577,0.19780000002356246
XORSHIFT,126,62685433346371571613560491791205961447,0.1930999987962423
XORSHIFT,128,336329390239244712665234128763706328121,0.20930000027874485
XORSHIFT,128,332282043063065397654032232034775024329,0.1967999996850267
